Elevation,Slope,Rainfall,Ave_temps,Soil_fertility,Soil_type,pH,Pollution_level,Standard_yield
266.00876,15.261618,1670.1,13.2,0.67,Silt,6.208903402,0.005715614,0.442753783
692.2768,5.9733033,1685.3,14.55,0.64,Volcanic,4.88218651,0.062373212,0.826223616
427.91647,15.005951,1872.4,13.2,0.68,Silt,6.534488411,0.046843324,0.519474437
742.2018,5.636904,1102,12.25,0.59,Sandy,6.161655458,0.394103177,0.47870997
540.4187,4.8226066,1047.2,13.9,0.59,Loamy,6.155764727,0.925051234,0.29363076
577.2588,3.059855,1109.9,12.95,0.59,Loamy,4.814633982,0.385350556,0.524872801
660.7308,1.1253446,1775.4,13.7,0.63,Volcanic,4.131205849,0.09562782,0.799270659
457.22073,6.8929124,1595.7,12.4,0.63,Silt,6.30438033,0.039723253,0.498096963
318.5562,13.83115,1653.9,13.5,0.66,Silt,5.975007943,0.030934038,0.482145002
366.46924,11.801263,1678.7,12.8,0.66,Silt,5.615708966,0.119219325,0.444476644
397.6422,1.9028625,1862.2,12.8,0.64,Silt,7.114719264,0.118173825,0.418775012
242.46747,9.8264065,1328.2,11.8,0.62,Silt,5.702679951,4.84E-08,0.563519516
823.7611,4.8609753,601.7,13.5,0.55,Sandy,6.64217339,0.282887595,0.559320505
556.82324,24.587034,318.7,13.55,0.59,Loamy,4.689117828,0.167636983,0.462770408
751.56635,19.362568,805.7,13.3,0.61,Sandy,5.686386062,0.131499364,0.492365441
598.95905,17.554686,1177.8,13.6,0.64,Loamy,6.386573075,0.832077764,0.4630509
845.7247,5.2500443,1318.3,12.55,0.61,Volcanic,5.824850516,0.643286449,0.482966254
777.75366,9.565434,515.2,12.6,0.56,Sandy,5.452799302,0.223961771,0.623218845
610.60425,3.9867504,1377.2,12.4,0.61,Peaty,4.708254117,0.012255918,0.384843639
756.2731,17.959898,1448.9,13.7,0.66,Volcanic,4.782133254,0.141635009,0.723963391
465.15396,22.666265,1843.5,14.9,0.7,Silt,5.424105845,0.01771967,0.617150377
729.9696,11.44809,1319.5,12.75,0.63,Volcanic,4.425223469,0.356138816,0.643089459
839.1313,2.4376607,774.7,13.8,0.56,Rocky,5.61722985,0.197540992,0.573332025
578.9127,8.258308,889.4,12.9,0.58,Loamy,5.062154869,0.442494987,0.549967485
727.7874,10.92825,676.5,14.35,0.58,Sandy,6.145569792,0.066707917,0.585731264
696.38367,11.81741,642.6,13.55,0.58,Sandy,4.540218024,0.205071155,0.526877717
668.75867,22.012236,1504.5,13.1,0.67,Volcanic,4.480352127,0.295804627,0.358590102
371.5034,9.789698,1786.8,14.45,0.66,Silt,6.175878801,0.024397909,0.549508812
466.27332,14.390517,527.4,14.65,0.58,Loamy,4.901819006,0.001365915,0.634236914
797.7817,1.0256929,1637.3,14.5,0.62,Volcanic,5.567186648,0.259681998,0.710213705
420.3306,10.678797,1684.5,13.2,0.65,Silt,7.448161008,0.203709594,0.482232857
662.87103,6.1682024,1887.4,13.6,0.65,Volcanic,4.185516607,0.200655468,0.812711326
547.3409,4.8526483,2068.8,14.35,0.66,Silt,5.784005902,0.002993054,0.594671037
454.81158,5.7110567,1088.1,13.65,0.59,Loamy,6.389825754,0.659946996,0.49547062
551.4903,13.007944,295.8,11.95,0.55,Loamy,6.322452243,0.329146552,0.540839905
841.2936,25.36466,1449.6,12.4,0.68,Volcanic,5.079966371,0.175808286,0.472742224
665.903,8.197059,1330.7,12.45,0.62,Volcanic,4.826098995,0.119102803,0.43327711
669.47296,12.133554,1967.3,13.75,0.68,Volcanic,5.691094169,0.172677917,0.669523018
632.16504,22.163286,383.9,14.15,0.59,Loamy,5.44053977,0.193416079,0.609071818
733.28033,9.052362,1942.7,14.1,0.67,Volcanic,4.84529907,0.281422172,0.803605562
713.59985,0.93266416,662.2,13.25,0.55,Sandy,4.967125662,0.094993932,0.469707198
892.56995,32.989246,730.8,13.05,0.65,Sandy,5.025903463,0.227423592,0.441305295
616.45496,6.5553246,1822.3,13.35,0.65,Silt,5.688959873,0.142683073,0.46178973
854.70575,27.868086,625.8,13.3,0.63,Sandy,5.626248867,0.286345359,0.511122207
645.5982,1.3436301,681.5,12,0.55,Sandy,6.007008439,0.250944422,0.512517393
981.6874,1.4468552,880.8,13.4,0.56,Rocky,5.786335319,0.206552446,0.560847093
474.2781,8.706329,1241.7,14,0.61,Peaty,4.047425494,0.062276663,0.382829457
893.41125,3.642837,742.6,14.45,0.56,Rocky,5.439072419,0.229341957,0.587094628
842.4643,16.455849,785.1,13.7,0.6,Rocky,5.015586224,0.196880727,0.52156433
733.7607,37.286278,706.9,12.85,0.66,Sandy,5.059361292,0.195311457,0.456067667
521.5132,9.441348,1109.7,12.75,0.61,Loamy,6.301336359,0.855943771,0.307864601
491.10342,24.097864,1658.4,12.85,0.69,Silt,6.018810182,0.073069807,0.494147008
843.45886,29.219316,595.7,12.3,0.63,Sandy,4.994232767,0.284752378,0.468065894
660.4994,7.9729586,1930.9,14.2,0.66,Volcanic,4.714011051,0.165372071,0.524798463
709.18774,4.697721,800.7,13.2,0.57,Sandy,6.239265974,0.209020135,0.560743447
462.76132,1.8869421,513.1,12.2,0.54,Loamy,4.955266631,0.001041929,0.588132568
775.79816,8.034039,1328,12.7,0.62,Volcanic,4.504098111,0.26126366,0.6576806
787.87726,11.432857,2321.9,13.95,0.7,Volcanic,5.60575626,0.216076855,0.556458111
679.1627,4.6946454,951.6,13.5,0.58,Sandy,6.289048552,0.137853483,0.551224611
438.48843,3.8754654,1499.4,13.55,0.62,Silt,6.543318702,0.042220416,0.487572387
616.026,18.707205,1162.1,13.05,0.64,Loamy,5.992603659,0.877300644,0.547825493
546.2794,18.284283,1015.9,12.15,0.63,Loamy,5.714735349,0.053502433,0.65997673
541.85986,21.9111,303,13.45,0.58,Loamy,5.610075102,0.122380122,0.614308602
711.1448,10.1810665,1308.3,13.7,0.62,Volcanic,5.783793851,0.502473875,0.435725162
766.1265,5.125341,1760.1,13.7,0.64,Volcanic,5.328114257,0.051024698,0.572936178
565.89935,28.952644,1399.9,13.8,0.69,Silt,7.078038106,0.039975036,0.536437066
294.08762,33.368755,1666.8,12.6,0.72,Silt,5.297183775,0.0097805,0.547962294
897.61084,7.824952,1421.6,14,0.62,Volcanic,4.595591144,0.104095673,0.644208729
689.9065,8.919456,697.6,13.1,0.57,Sandy,5.719625091,0.473994684,0.557867191
818.4037,20.145409,587.7,12.65,0.6,Sandy,5.148153202,0.317285149,0.46386666
398.1538,9.613,1632.9,12.65,0.65,Silt,6.058345454,0.278112469,0.434087923
466.16754,4.13083,1673.1,13.4,0.63,Silt,6.645574973,0.286965777,0.406119684
518.53674,5.864134,1919.4,12.45,0.66,Silt,6.691571486,0.010353537,0.529989037
736.6465,19.46903,908.4,12.8,0.62,Sandy,4.894411014,0.411448904,0.472651493
636.65204,17.111107,971.9,12.7,0.62,Loamy,5.533762109,0.370356503,0.614655802
311.34018,5.072056,1762.5,13.85,0.64,Silt,7.006824723,0.250738531,0.354974433
796.16956,11.962784,1628.2,14.1,0.65,Volcanic,3.886479345,0.257629779,0.619154204
608.8834,4.2454534,1117.9,13.6,0.59,Loamy,6.640960085,0.920722094,0.271664736
742.3673,7.6076727,1114.9,12.95,0.6,Sandy,6.044569355,0.483795359,0.438994862
676.5394,7.949481,2026.6,13.35,0.67,Volcanic,5.461999133,0.223093039,0.620864138
543.8887,31.224918,432.8,12.4,0.62,Loamy,5.129499637,0.065366042,0.652430902
735.25323,2.532277,2084.8,14.65,0.66,Volcanic,4.748788113,0.309682322,0.745039784
984.9977,3.5010483,1281.9,14.05,0.6,Volcanic,4.596913201,0.356959056,0.529087124
636.8434,10.528432,1757.6,12.35,0.66,Silt,7.464548373,0.073536344,0.421926213
333.4007,7.110274,1686.3,12.75,0.64,Silt,7.345917592,0.072563715,0.436172635
678.44305,6.3212385,1303.7,13.8,0.61,Volcanic,4.29515131,0.786211188,0.315359311
725.89374,3.8169806,1106.4,13.35,0.59,Sandy,5.127946431,0.101369536,0.421791584
561.59186,16.524296,1271.5,12.85,0.64,Silt,5.455133223,0.059722154,0.487522242
537.12524,2.9135644,1227.2,13.2,0.59,Peaty,4.547867022,0.585207708,0.260298727
640.5043,7.7593102,1593.1,13.65,0.64,Volcanic,4.791955449,0.102085625,0.440341754
782.7689,8.171777,1757.1,13.25,0.65,Volcanic,5.317356048,0.10459304,0.800835346
638.84985,9.946329,1188.7,12.95,0.61,Sandy,5.027000667,0.207132743,0.494294855
705.3804,7.3544865,1176.6,13.7,0.6,Sandy,6.012871065,0.909080714,0.209331208
902.3298,20.582266,715.8,13.5,0.61,Rocky,5.900528077,0.118907644,0.62980327
586.7087,20.708065,618.6,12.9,0.6,Loamy,5.649208152,0.236624691,0.610382387
795.52783,25.032454,2188.1,13.2,0.73,Volcanic,4.319082434,0.253080538,0.662593334
664.95166,8.490381,1950.8,14.5,0.67,Volcanic,5.575052985,0.187310652,0.611296843
599.2727,24.570477,1205,13.1,0.66,Silt,6.202027534,0.815509084,0.415040821
785.49927,10.648174,1253.6,13.5,0.62,Volcanic,5.503613498,0.337686567,0.620249987
500.37042,17.46591,1354.3,12.45,0.65,Silt,7.055209507,0.062514345,0.355247108
630.5046,8.494329,1757.3,13.05,0.65,Silt,6.057971696,0.072921348,0.47665332
809.4209,7.9727387,2316.3,12.45,0.69,Volcanic,5.767072032,0.349462735,0.569731762
483.2444,11.329003,615.1,12.7,0.57,Loamy,6.609173097,0.444264533,0.517253209
715.7269,5.4104185,888.9,12.15,0.58,Sandy,4.977417463,0.121743641,0.562945094
790.03217,2.6912007,1111.9,12.85,0.58,Sandy,5.021361491,0.51591377,0.329742431
586.2164,27.037706,735.6,12.5,0.63,Loamy,5.259440299,0.127739394,0.606056514
826.0861,33.537655,1756.8,13.8,0.73,Volcanic,4.202560883,0.205102054,0.712231871
98.41461,14.703995,1499.8,12.2,0.65,Silt,5.583831937,6.93E-05,0.423254517
482.47665,4.2089114,1660,12.9,0.63,Silt,7.159187497,0.011144197,0.493038216
747.40375,14.456315,1257.1,13.75,0.63,Volcanic,3.847394603,0.261571811,0.557631751
559.2854,21.072151,1429.9,12.75,0.67,Silt,5.804833571,0.010216696,0.443899336
520.09686,4.6713724,2040.4,13.15,0.66,Silt,7.017196063,0.003343199,0.507807078
383.8851,0.63370454,1654,13.55,0.62,Silt,6.412494247,4.15E-07,0.53144202
714.7195,5.5740056,831.7,12.25,0.57,Sandy,6.488433154,0.363035778,0.532587497
539.5656,7.8125067,406.7,13.1,0.55,Loamy,6.733642165,0.0562673,0.63260117
831.22656,17.925264,1647.9,14.3,0.67,Volcanic,4.418362175,0.280946541,0.690511405
678.34357,7.6235375,1305.2,13.65,0.61,Volcanic,4.227906278,0.057945733,0.686647331
462.03885,5.6572433,1463.5,14.3,0.62,Silt,5.995743667,0.005412065,0.481564778
478.74045,13.923988,1552.1,13.3,0.65,Silt,5.227015642,0.026275281,0.649471713
739.4273,7.132496,1687.9,14,0.64,Volcanic,4.53848523,7.11E-09,0.792609045
602.72406,11.144455,510.8,12.8,0.57,Loamy,5.841200514,0.056143573,0.677182482
678.1962,17.509398,1342.8,13,0.65,Volcanic,4.432991545,0.105973428,0.720971911
483.71768,13.29828,1869.9,14.4,0.67,Silt,5.432401255,0.078577337,0.513961707
542.45105,7.9695144,878.8,14.25,0.58,Loamy,5.602402104,0.878544363,0.43922877
371.37827,2.057994,1654.3,13.7,0.62,Silt,7.311695842,0.174209655,0.477944176
758.32776,5.705213,492.6,12.3,0.55,Sandy,5.818807022,0.258904844,0.489501832
579.1737,19.176643,1298.1,13.95,0.65,Silt,5.749605357,0.06377889,0.522044966
847.1894,31.083424,639.7,12.65,0.64,Sandy,5.31009845,0.147061394,0.510464387
880.06445,3.6173577,1091.7,13.85,0.59,Rocky,5.959739626,0.411560798,0.331718299
557.4538,9.804945,887.7,12.35,0.59,Loamy,6.122097257,0.683909429,0.507960943
773.2735,6.67517,1215.3,13.55,0.6,Volcanic,5.187290447,0.814962273,0.420140623
643.8217,13.46384,854.6,12.3,0.6,Sandy,5.959714379,0.355851415,0.527203164
631.97327,2.7421916,685.6,12.8,0.55,Loamy,5.80861091,0.4415366,0.597507336
601.2301,18.460999,1293.2,12.85,0.65,Silt,6.345884293,0.774882134,0.260432379
782.9519,9.361892,642.8,12,0.57,Sandy,6.121883052,0.390995231,0.542669814
796.59625,29.694298,545.4,13.9,0.63,Sandy,5.234686124,0.286316707,0.467429108
691.2452,11.563782,1640.5,14.6,0.65,Volcanic,4.123869399,1.69E-08,0.739856731
946.9521,11.535215,755,12.3,0.58,Rocky,5.646697915,0.204961262,0.553701504
652.31195,13.843441,806,13.25,0.6,Sandy,5.756195524,0.102338387,0.511962441
533.86096,5.744696,1106.6,13.45,0.59,Loamy,6.774724477,0.601528188,0.48283939
777.8602,12.038464,928,14.05,0.6,Sandy,5.298601277,0.199662224,0.587819088
685.10504,2.137481,1104.3,13.1,0.58,Sandy,6.418265339,0.186724431,0.446405496
925.3427,12.197046,797.3,14.05,0.59,Rocky,4.567222314,0.209351344,0.408645489
443.724,5.4692965,1927.3,12.8,0.65,Silt,5.661067524,0.007729096,0.55775183
524.57965,14.542662,2028.5,12.15,0.69,Silt,6.128824498,0.025413567,0.569742317
828.7853,1.577944,629.9,12.4,0.54,Sandy,5.47400763,0.274454131,0.501768732
751.7769,2.4995472,1247.4,13.15,0.59,Volcanic,5.550045934,0.046312085,0.502992239
913.35565,5.5078545,1282.8,14.05,0.61,Volcanic,4.570972223,0.050159692,0.613762961
757.4198,22.696264,811.3,12.45,0.62,Sandy,5.605155308,0.394477857,0.431811331
635.8844,2.8569298,956.6,13.65,0.57,Loamy,6.338616054,0.813628121,0.535678953
279.80353,41.15808,1632.5,11.65,0.74,Silt,5.597451206,0.076198192,0.424099556
497.66983,9.583479,1712,12.55,0.65,Silt,5.975152998,2.43E-07,0.684454497
812.4005,12.081053,548,14.3,0.57,Sandy,5.901164317,0.276489164,0.60303415
468.1968,4.602395,1947.1,12.9,0.65,Silt,7.023956904,0.046365277,0.502757638
592.4327,9.256704,470,13.05,0.56,Loamy,6.087710598,0.290605132,0.621877019
586.39935,2.2443585,609.2,13.75,0.55,Loamy,6.650672067,0.255427796,0.72012799
924.0038,17.763071,985.4,12,0.62,Sandy,5.583777474,0.264226951,0.59967409
413.8626,11.163341,1891.8,13.95,0.67,Silt,6.59585082,0.060075516,0.503139407
721.5092,6.346943,1261.8,12.45,0.61,Volcanic,4.625423743,0.750379214,0.503673899
823.2931,9.209545,598.1,12.7,0.57,Sandy,5.142679049,0.310302184,0.611435021
470.88922,2.2548587,1069.6,13.2,0.58,Loamy,5.763752866,0.765922969,0.443704793
736.6279,9.8504715,1269.8,12.75,0.62,Volcanic,4.91213385,0.740870262,0.507189635
306.45764,24.287903,1741.1,12.45,0.7,Silt,5.669405774,0.004296163,0.579782399
705.11145,7.252278,2069.1,13.2,0.67,Volcanic,4.79579418,0.198286499,0.788793802
752.66833,16.327837,1306.5,13.9,0.64,Volcanic,4.218828354,0.294324854,0.616992795
681.0556,6.9073224,812.5,12.75,0.57,Sandy,5.032364063,0.284314192,0.549954767
466.17514,5.5841584,1303.4,12.1,0.61,Peaty,5.357355059,4.22E-10,0.41317252
713.0896,22.538147,974.5,13.15,0.64,Sandy,5.959488758,0.713457143,0.218637842
590.4634,4.7382836,1122.3,13.85,0.59,Loamy,5.443479182,0.243505134,0.617518278
476.2977,19.120518,1114.8,13.65,0.64,Loamy,5.311264643,0.560548876,0.43908436
804.3073,11.981318,583.2,13.2,0.57,Sandy,6.051473059,0.276998727,0.589556605
782.4242,3.896171,736.9,14.75,0.56,Sandy,4.948484225,0.454596224,0.390877525
609.498,1.405751,1395.8,13.4,0.6,Peaty,5.419586358,0.050022517,0.466184378
422.5767,16.360176,243.7,12.95,0.56,Loamy,6.014783875,0.023471698,0.650518386
976.4878,4.3551097,1207.6,13,0.6,Volcanic,5.275580348,0.439795835,0.495784846
799.8313,1.9207828,1147.3,14.05,0.58,Sandy,6.677203061,0.703680694,0.442102263
590.0427,18.173222,996.3,12.7,0.62,Loamy,5.087243634,0.58938123,0.553684559
739.3091,0.5664721,2151.6,15.05,0.66,Volcanic,4.779893208,0.276376921,0.73403742
664.23553,20.83319,1052,13.9,0.64,Sandy,4.899177885,0.057236297,0.587942371
476.886,13.027219,1558.4,12.85,0.65,Silt,6.459077781,0.040549893,0.551472848
614.2697,5.397086,526.6,12.35,0.55,Loamy,6.364244739,0.204594673,0.59750047
669.2102,16.960773,422.3,12,0.58,Sandy,5.310872818,0.195161067,0.591415301
628.8056,16.238022,616.9,13.1,0.59,Loamy,4.607774697,0.337366461,0.583787798
703.14374,1.439419,1897.9,13.65,0.64,Volcanic,5.932919251,0.173057221,0.626951264
354.73767,0.6391969,1299.2,12.7,0.59,Peaty,4.392168607,2.45E-09,0.372711024
564.64014,4.97752,461.8,12.55,0.54,Loamy,6.109832105,0.077523294,0.630392486
422.44864,7.418287,355.4,12.25,0.54,Loamy,6.008282908,0.00352424,0.665845563
819.33386,20.200562,1102.8,12.4,0.64,Sandy,6.05270246,0.438765769,0.329071794
690.55237,38.479637,577.7,13.05,0.66,Sandy,4.811326534,0.428476917,0.526592321
751.73175,1.1935976,1258.8,13.45,0.59,Volcanic,4.491862691,0.784405354,0.355436314
741.8317,25.06267,1958.4,13.6,0.72,Volcanic,4.370195203,0.245678671,0.767746944
467.87674,26.987854,334.4,11.5,0.6,Loamy,4.530047488,0.005396816,0.552679758
679.49023,25.686773,640.2,13.1,0.62,Sandy,5.17217329,0.456142834,0.383377749
748.3107,2.9669242,1148.4,14.1,0.59,Sandy,6.444211114,0.573939904,0.437891985
714.98804,12.610144,1362.3,13.4,0.63,Volcanic,5.369133437,0.101334694,0.724813872
837.4995,31.534153,1698.6,13.9,0.72,Volcanic,4.340039024,0.338440217,0.677047627
335.78644,1.6804436,1318.1,13.85,0.6,Peaty,5.243256909,4.94E-09,0.415126426
757.4128,8.116094,2093.5,14.05,0.68,Volcanic,5.17146152,0.266863257,0.547136273
874.7771,4.4128027,1390,13.85,0.61,Volcanic,5.140958479,0.037770561,0.66255665
653.6363,14.83072,614.2,14.45,0.58,Sandy,5.685027724,0.107645115,0.625265549
471.51453,6.994266,1297.6,14.15,0.61,Peaty,4.339944231,0.075100969,0.3797287
695.37177,7.7662306,438.5,13.45,0.55,Sandy,6.437051926,0.329686738,0.493056633
876.34204,18.662464,1583.2,13.2,0.67,Volcanic,3.721611494,0.090566475,0.568718897
732.7393,20.245102,545.6,13.4,0.6,Sandy,5.762475474,0.095451763,0.628488844
866.433,6.9636593,716.4,13.3,0.57,Rocky,4.703004418,0.226698666,0.490480451
921.0516,2.7903278,849.2,12.75,0.56,Rocky,5.171336975,0.009599155,0.471144781
493.7445,9.023989,1061.6,13.1,0.6,Loamy,4.989995674,0.706120006,0.504672446
805.2126,1.9512837,1824.9,13.8,0.64,Volcanic,4.68892688,0.039580526,0.822361971
410.19925,2.6778994,1900.4,13.4,0.64,Silt,5.708633677,0.045606683,0.540232761
762.44324,14.00243,2201.5,14.1,0.7,Volcanic,3.978294624,0.370750442,0.582724976
713.74615,14.432365,1604,12.15,0.66,Volcanic,5.147911331,7.58E-09,0.792785006
665.9989,8.195986,855.4,15.25,0.58,Sandy,5.637221044,0.128517135,0.488666722
696.01654,5.8343353,1748.3,13.5,0.64,Volcanic,4.924488159,0.12405556,0.843048758
274.3246,9.946605,1638.2,14,0.65,Silt,6.90816516,0.001218614,0.492285002
125.5408,23.658562,1547.2,13.15,0.68,Silt,5.758940752,0.000562232,0.440977298
694.1493,12.539446,1198.2,12,0.62,Sandy,5.993380137,0.219947303,0.439886155
499.39627,10.811868,1155,13.55,0.61,Loamy,5.528103796,0.525574421,0.471150108
673.1796,1.7684114,1073.4,13.1,0.58,Sandy,5.44547398,0.295498064,0.555528302
781.3368,30.806635,642.9,13,0.64,Sandy,6.315003499,0.253232679,0.571803541
834.3236,12.242685,1285.8,13.6,0.63,Volcanic,3.969146433,0.577307755,0.412929081
570.90906,3.270887,1650.5,14.6,0.63,Silt,6.061475648,0.039710079,0.476671648
500.17075,13.590056,389.1,12.95,0.56,Loamy,5.841646669,0.010186578,0.648387278
798.707,28.177809,558.2,14,0.62,Sandy,6.028128276,0.256682955,0.590930408
733.9847,5.104839,899.7,14.5,0.58,Sandy,5.390242713,0.37821489,0.546765259
555.8948,5.368562,1179.2,14.2,0.6,Loamy,5.284513834,0.696980055,0.534312927
655.2659,8.919576,1561.9,11.6,0.64,Volcanic,4.894749887,6.84E-09,0.424020307
391.82385,5.053735,1565.8,12.95,0.63,Silt,6.205471456,0.180000627,0.506129413
638.7095,9.157933,924.6,12.75,0.59,Sandy,5.254917953,0.773507446,0.473705805
530.96063,9.181462,1608.1,13.55,0.64,Silt,6.314749377,2.16E-08,0.485763778
836.43225,3.262273,646.4,12.8,0.55,Sandy,5.564147226,0.274977228,0.63028075
711.0991,12.607707,1052.8,13,0.61,Sandy,5.8606845,0.0700615,0.508028814
838.5575,6.4690995,1002.9,12.95,0.59,Rocky,5.046131327,0.399655752,0.444049533
649.1997,9.146694,561,11.2,0.56,Sandy,5.901061663,0.411307523,0.489855336
487.33713,7.276741,1523.5,14.5,0.63,Silt,7.118867152,0.056777361,0.358727344
256.4101,4.0954003,1701.1,13.2,0.63,Silt,5.983857935,0.301481256,0.524162463
677.7419,0.5893351,1088.8,13.55,0.58,Sandy,5.693150872,0.085401968,0.474701592
734.6617,11.693318,1105.8,14.65,0.61,Sandy,6.206939354,0.083469398,0.56841298
888.7425,4.814468,1409.7,12.6,0.61,Volcanic,5.579901239,0.052667969,0.631957983
472.0755,3.170575,1246.5,14.3,0.6,Peaty,5.581918907,0.074484316,0.498731251
723.325,7.786263,474.6,13,0.55,Sandy,6.256145652,0.304452759,0.509248808
432.0357,8.204172,1464.4,12.1,0.63,Silt,7.482802465,0.019800297,0.459144776
674.5443,21.068514,1618.1,13.9,0.68,Volcanic,4.642112762,0.146111601,0.800646916
1027.094,9.510858,894.3,12.8,0.59,Rocky,5.18951672,0.213870306,0.417049056
825.03015,29.318829,2319.1,13.85,0.76,Volcanic,5.600654152,0.358579977,0.610896043
706.86163,18.123066,598.4,13.45,0.59,Sandy,6.4722091,0.215032539,0.598460357
494.7864,9.032377,1006.7,13.9,0.6,Loamy,5.490278765,0.716649939,0.569181949
726.74744,18.88347,1447.2,13.7,0.66,Volcanic,5.158816063,0.103929062,0.742225867
651.6373,31.00679,1275.8,14.05,0.68,Volcanic,5.628309468,0.785489567,0.442185533
691.1673,15.921266,864.8,13.25,0.61,Sandy,4.966332686,0.113140628,0.512426341
261.3731,15.621426,1656.1,13.3,0.67,Silt,7.150005906,0.004428655,0.332065724
742.5184,5.702944,1025,13.6,0.59,Sandy,5.909295694,0.623598041,0.258441901
599.3816,3.1103456,475.2,12.8,0.54,Loamy,4.864362,0.090301259,0.592208791
638.5913,2.6767077,1430.4,12.6,0.61,Volcanic,4.990708485,0.013720695,0.787329718
536.81036,5.6713853,1119.8,13.45,0.59,Loamy,5.602991003,0.935978526,0.354387032
726.8706,3.2434258,2167.6,15.05,0.67,Volcanic,5.387314279,0.366046806,0.528883351
626.0168,34.018604,1286.2,12.4,0.69,Silt,6.02000075,0.233459794,0.402753816
763.20667,8.2986965,703.6,12.95,0.57,Sandy,5.431263643,0.006132516,0.646150776
834.1129,13.374328,611.4,13.1,0.58,Sandy,4.586692187,0.231397345,0.466616281
719.08636,9.353434,1212.9,14.35,0.61,Volcanic,4.201794023,0.03997237,0.415833707
883.5786,26.633186,690.4,11.5,0.63,Sandy,5.493461571,0.227025007,0.639503668
769.23566,41.051956,612.2,12.7,0.67,Sandy,6.052737369,0.065833908,0.614317244
865.5483,8.022435,827.2,13.05,0.58,Rocky,4.657757815,0.007415262,0.432498939
760.52026,9.506514,1267.8,13,0.62,Volcanic,5.338249091,0.57427963,0.361429205
492.94025,14.857782,1593.8,13.15,0.66,Silt,5.214685775,0.020663903,0.645551161
715.51373,19.539618,585.3,12.65,0.6,Sandy,5.183665033,0.419626355,0.57685796
230.98521,10.686312,1650.9,12.75,0.65,Silt,6.43139611,0.000730907,0.513354912
759.42645,12.566917,591.9,12.95,0.58,Sandy,4.999029249,0.25944002,0.459574699
593.0883,5.07274,929.6,13.5,0.58,Loamy,5.401334051,0.331439003,0.618142156
835.1417,0.7500399,2241.7,15.05,0.66,Volcanic,5.811980213,0.365744463,0.6569722
828.5434,5.871571,747.5,14.35,0.57,Sandy,5.413537789,0.031624885,0.501669985
711.1138,13.836191,1182.1,11.85,0.62,Sandy,5.393200168,0.907649543,0.249796333
666.0735,9.360626,1356.8,14.05,0.62,Volcanic,4.165406415,0.017321466,0.357411257
446.23602,12.699543,1551.8,13.25,0.65,Silt,6.179959973,0.038115175,0.495508351
777.48486,10.161062,1266.8,13.2,0.62,Volcanic,5.499994673,0.745779587,0.296212779
613.42456,3.2137005,970,12,0.58,Loamy,4.955258079,0.30468933,0.569819222
691.81836,4.233501,604.2,14.55,0.55,Sandy,5.18412922,0.277240742,0.598884571
816.0275,2.8557851,1192.3,14.15,0.59,Sandy,5.46791128,0.648801613,0.521762542
842.5612,2.562729,1731.6,14.05,0.63,Volcanic,4.786289176,0.235249827,0.749246293
732.83795,11.387629,2148.1,13.4,0.69,Volcanic,4.443402484,0.31932035,0.703996386
719.40186,16.880136,618.3,13.45,0.59,Sandy,4.660362462,0.340843495,0.527438261
795.47925,6.9691105,1059.1,13.95,0.59,Sandy,6.502275402,0.151226533,0.514877357
616.93744,3.8189285,1314.5,12.65,0.6,Peaty,5.743048094,0.500003192,0.335468965
515.0593,1.826479,1226,13.55,0.59,Peaty,4.849391729,0.071011804,0.419505685
541.99274,0.6020676,1201.5,12.8,0.58,Loamy,5.853932638,0.086333544,0.615134436
781.23645,3.7576096,1367.9,13.75,0.61,Volcanic,4.891464398,0.023510879,0.705073311
329.41772,21.71892,1531.5,12.85,0.68,Silt,6.514942389,0.135928258,0.38705155
633.21436,7.6028953,1701.7,14,0.64,Silt,6.313645017,0.059869341,0.468750041
470.78116,7.932492,1965.7,13.9,0.66,Silt,7.146871798,0.056157933,0.481007187
725.2333,30.792002,548.5,12.1,0.63,Sandy,6.117989992,0.08658047,0.59022639
624.9178,7.6158905,608.1,12.95,0.56,Loamy,6.101543419,0.045769016,0.739498106
306.752,0.36253098,1771.3,12,0.63,Silt,7.255319117,0.183813771,0.345050342
755.1959,1.7154863,1224.9,12.8,0.59,Volcanic,4.61407194,0.33562454,0.424023527
896.44165,33.181587,1822.5,15.7,0.73,Volcanic,5.59789864,0.209308664,0.736205729
825.62463,14.164527,649.5,13.95,0.59,Sandy,6.203940404,0.2448476,0.573328656
750.4785,2.596182,622.5,12.25,0.55,Sandy,5.935910666,0.267380946,0.595161696
633.214,15.591724,1417.7,11.7,0.65,Silt,6.832835561,0.040982149,0.41130233
862.4117,3.975769,1448.1,13.2,0.61,Volcanic,5.888176526,0.101073543,0.52491971
254.92264,22.891245,1630.6,13.4,0.69,Silt,6.447958261,7.84E-06,0.409778214
786.41766,8.835614,1094.1,14,0.6,Sandy,5.341365848,0.119772306,0.580172258
564.2259,8.504943,447.5,13.15,0.55,Loamy,6.421085274,0.043215094,0.592186948
861.1408,3.7562792,1158.8,13.85,0.59,Rocky,4.596158315,0.048590401,0.493469125
544.18744,16.959593,1831.9,12.6,0.68,Silt,6.5287541,0.154902633,0.527547317
428.41537,4.877774,1684.4,12.45,0.63,Silt,7.118908687,0.028676101,0.381057964
719.4595,13.02529,932.8,13.4,0.6,Sandy,4.595729556,0.102033235,0.511355791
843.2081,2.3534052,1265.9,12.75,0.59,Volcanic,4.123410619,0.065487827,0.581011089
